compnumber,longname,shortname,status,countrycode,region,cik,mic,ticker,exchange,country
79717,Tupy SA (Brazil),Tupy SA (Brazil),Active,BRA,Latin America,,1.8.2,,NL,BRA
7646,"Snap-On, Inc.","Snap-On, Inc.",Active,USA,North America,91440.0,7.2.1,SNA,NYS,USA
81318,Shanghai Chlor-Alkali Chemical Co Ltd,Shanghai Chlor-Alkali Chemic,Active,CHN,Asia Pacific,,8.3.1,SLLB Y,NBB,CHN
21195,Siam Cement Public Co. Ltd.,Siam Cement Public Co. Ltd.,Active,THA,Asia Pacific,1534537.0,8.5.1,,NL,THA
87636,Stella-Jones Inc.,Stella-Jones Inc.,Active,CAN,North America,,8.1.2,SJ,TSX,CAN
80059,First Industrial Realty Trust Inc,First Industrial Realty Trus,Active,USA,North America,921825.0,5.3.1,FR,NYS,USA
79814,Derma Sciences Inc.,Derma Sciences Inc.,Active,USA,North America,892160.0,4.3.1,DSCI,NAS,USA
13863,"Bangkok Bank Public Co., Ltd. (Thailand)","Bangkok Bank Public Co., Ltd",Active,THA,Asia Pacific,,5.1.1,BKKL Y,NBB,THA
36504,Hammerson Plc,Hammerson Plc (United Kingdo,Active,GBR,Europe,,5.3.1,HMSO,LON,GBR
80297,La Jolla Pharmaceutical Co.,La Jolla Pharmaceutical Co.,Active,USA,North America,920465.0,4.1.1,LJPC,NAS,USA
82015,Krung Thai Bank Public Co. Ltd.,Krung Thai Bank Public Co. L,Active,THA,Asia Pacific,1531723.0,5.1.1,KTHA F,NBB,THA
14259,Empresas Compania Manufacturera de Papeles y Cartones de Chile S.A.,Empresas CMPC S.A. (Chile),Active,CHL,Latin America,,8.1.2,,NL,CHL
79832,Cia De Ferro Ligas Da Bahia Ferbasa FES,Cia De Ferro Ligas Da Bahia,Active,BRA,Latin America,,8.2.2,,NL,BRA
79912,"Highwoods Properties, Inc.","Highwoods Properties, Inc.",Active,USA,North America,921082.0,5.3.1,HIW,NYS,USA
89530,Torishima Pump Manufacturing Co Ltd,Torishima Pump Manufacturing,Active,JPN,Asia Pacific,,7.2.1,TSPP F,NBB,JPN
80370,Miller Industries Inc. (TN),Miller Industries Inc. (TN),Active,USA,North America,924822.0,1.8.2,MLR,NYS,USA
79914,IMAX Corp.,IMAX Corp.,Active,CAN,North America,921582.0,2.3.2,IMAX,NYS,CAN
81605,Far Eastern Department Stores Ltd.,Far Eastern Department Stores,Active,TWN,Asia Pacific,,2.1.1,,NL,TWN
80058,Liberty Property Trust,Liberty Property Trust,Active,USA,North America,921112.0,5.3.1,LPT,NYS,USA
79928,Vina Concha y Toro SA,Concha y Toro Winery Inc,Active,CHL,Latin America,930543.0,1.2.2,,NL,CHL
83723,Grupo Elektra S.A. de C.V.,Grupo Elektra S.A. de C.V.,Active,MEX,North America,925050.0,2.1.7,,NL,MEX
94068,Kinpo Electronics Inc,Kinpo Electronics Inc,Active,TWN,Asia Pacific,,6.2.1,KPOE F,NBB,TWN
86820,Flushing Financial Corp.,Flushing Financial Corp.,Active,USA,North America,923139.0,5.1.1,FFIC,NMS,USA
68495,Tokuyama Corp,Tokuyama Corp,Active,JPN,Asia Pacific,,8.3.2,TKYM Y,NBB,JPN
80841,Wave Systems Corp,Wave Systems Corp,Active,USA,North America,919013.0,6.3.2,WAVX Q,NBB,USA
86479,Erie Indemnity Co.,Erie Indemnity Co.,Active,USA,North America,922621.0,5.2.1,ERIE,NMS,USA
80133,P.T. Multipolar Corp,P.T. Multipolar Corp,Active,IDN,Asia Pacific,,6.2.1,,,IDN
80790,"Adtran, Inc.","Adtran, Inc.",Active,USA,North America,926282.0,6.1.1,ADTN,NMS,USA
80326,Apartment Investment & Management Co,Apartment Investment & Management Co,Active,USA,North America,922864.0,5.3.1,AIV,NYS,USA
80328,Greenbrier Companies Inc (The),Greenbrier Companies Inc (Th,Active,USA,North America,923120.0,7.4.3,GBX,NYS,USA
80221,P.T. Matahari Putra Prima TBK,P.T. Matahari Putra Prima TB,Active,IDN,Asia Pacific,,2.1.1,,NL,IDN
80306,Credito Bergamasco S.p.A. (Italy),Credito Bergamasco S.p.A. (It,Active,ITA,Europe,,5.1.1,,NL,ITA
44849,China Aerospace International Holdings Ltd,China Aerospace Internationa,Active,HKG,Asia Pacific,1060838.0,7.3.1,CHAE F,NBB,HKG
57493,Callon Petroleum Co. (DE),Callon Petroleum Co. (DE),Active,USA,North America,928022.0,9.1.1,CPE,NYS,USA
86576,Sino-Forest Corp.,Sino-Forest Corp.,Active,CAN,North America,,8.1.1,TRE,TSX,CAN
88359,Capcom Co Ltd,Capcom Co Ltd,Active,JPN,Asia Pacific,1551467.0,6.3.2,CCOE Y,NBB,JPN
74850,Black Box Corp. (DE),Black Box Corp. (DE),Active,USA,North America,849547.0,6.3.1,BBOX,NMS,USA
80458,Mineros SA,Mineros SA,Active,COL,Latin America,,8.2.1,,NL,COL
80506,Lagardere Groupe SCA (France),Lagardere Groupe SCA (France,Active,FRA,Europe,,2.3.3,,NL,FRA
80634,Mahindra & Mahindra Ltd,Mahindra & Mahindra Ltd,Active,IND,Asia Pacific,,1.8.1,MAHM F,NBB,IND
81115,"Tessco Technologies, Inc.","Tessco Technologies, Inc.",Active,USA,North America,927355.0,6.2.3,TESS,NMS,USA
80507,"Apollo Tyres, Ltd.","Apollo Tyres, Ltd.",Active,IND,Asia Pacific,1627924.0,1.8.2,APTY F,NL,IND
80512,P.T. Astra International TBK,P.T. Astra International TBK,Active,IDN,Asia Pacific,1455967.0,2.1.4,PTAI Y,NBB,IDN
80523,PT Charoen Pokphand Indonesia,P.T. Charoen Pokphand Indone,Active,IDN,Asia Pacific,1599980.0,1.2.1,PPOK F,NBB,IDN
80532,China Everbright International Ltd.,China Everbright Internation,Active,HKG,Asia Pacific,1601994.0,7.5.3,CHFF F,NBB,HKG
80533,First Shanghai Investments Ltd.,First Shanghai Investments L,Active,HKG,Asia Pacific,,5.5.1,,,HKG
80551,Hero Supermarket TBK PT,PT Hero Supermarket TBK,Active,IDN,Asia Pacific,,2.1.2,PTHS F,NBB,IDN
80555,PT Mayora Indah,P.T. Mayora Indah,Active,IDN,Asia Pacific,,1.2.1,PTMY F,NBB,IDN
44316,Mulpha International Bhd.,Mulpha International Bhd.,Active,MYS,Asia Pacific,,5.3.2,MULP F,NBB,MYS
80605,Ballarpur Industries Ltd.,Ballarpur Industries Ltd.,Active,IND,Asia Pacific,,8.1.2,,NL,IND
80607,Bharat Petroleum Corp Ltd. (India),"Bharat Petroleum Corp., Ltd.",Active,IND,Asia Pacific,1623119.0,9.1.2,BHTP F,NBB,IND
80609,Britannia Industries Ltd. (India),Britannia Industries Ltd. (I,Active,IND,Asia Pacific,1627913.0,1.2.1,BTIA F,NBB,IND
80620,"Indian Hotels Co., Ltd.","Indian Hotels Co., Ltd.",Active,IND,Asia Pacific,,2.2.1,IDHC F,NBB,IND
80624,ITC Ltd,ITC Ltd,Active,IND,Asia Pacific,,1.3.1,ITCT Y,NBB,IND
80660,Siemens Ltd,Siemens Ltd,Active,IND,Asia Pacific,1623127.0,7.3.1,SMNB F,NBB,IND
80664,India Cements Ltd,India Cements,Active,IND,Asia Pacific,,8.5.1,IAMU Y,NBB,IN
80673,"Housing Development Finance Corp., Ltd. (India)",Housing Development Finance,Active,IND,Asia Pacific,1622467.0,5.4.1,HGDF F,NBB,IND
80697,Colgate Palmolive India Ltd,Colgate-Palmolive India Ltd,Active,IND,Asia Pacific,1622861.0,1.7.1,,NL,IND
80703,Ashok Leyland Ltd. (India),Ashok Leyland Ltd. (India),Active,IND,Asia Pacific,,1.8.1,ASHQ F,NBB,IND
81103,Mattson Technology Inc,Mattson Technology Inc,Active,USA,North America,928421.0,6.2.4,MTSN,NMS,USA
80764,China Merchants China Direct Investments Ltd.,China Merchants China Direct,Active,HKG,Asia Pacific,,5.5.3,,,HKG
80807,Rallis India Ltd. (India),Rallis India Ltd. (India),Active,IND,Asia Pacific,,8.3.3,,NL,IND
94157,Gunns Ltd,Gunns Ltd,Active,AUS,Asia Pacific,,8.1.2,,NL,AUS
80823,Kingboard Holdings Ltd,Kingboard Holdings Ltd,Active,CYM,Latin America,,8.2.3,,NL,HKG
80827,Goldlion Holdings Ltd,Goldlion Holdings Ltd,Active,HKG,Asia Pacific,,1.4.2,GLLH F,NBB,HKG
84604,Macmahon Holdings Ltd. (Australia),Macmahon Holdings Ltd. (Austra,Active,AUS,Asia Pacific,,8.2.4,MAH,AUS,AUS
40796,Adbri Ltd,Adbri Ltd,Active,AUS,Asia Pacific,1641427.0,8.5.1,ADLD Y,NBB,AUS
81481,ARB Corp Ltd,ARB Corp Ltd,Active,AUS,Asia Pacific,,1.8.2,ARBF F,NBB,AUS
81524,Knight Transportation Inc,Knight Transportation Inc,Active,USA,North America,929452.0,7.4.1,KNX,NYS,USA
91753,Kingsgate Consolidated Ltd,Kingsgate Consolidated Ltd,Active,AUS,Asia Pacific,,8.2.1,KCN,AUS,AUS
82564,Realty Income Corp,Realty Income Corp,Active,USA,North America,726728.0,5.3.1,O,NYS,USA
80953,Corporacion GEO SA de CV,Corporacion GEO SA de CV,Active,MEX,North America,,2.2.5,,NL,MEX
81476,Ridley Corp. Ltd. (Australia),Ridley Corp. Ltd. (Australia,Active,AUS,Asia Pacific,,1.2.1,RIC,AUS,AUS
80887,Grupo Financiero Inbursa S.A. de C.V. (Mexico),Grupo Financiero Inbursa S.A.,Active,MEX,North America,,5.1.1,GPFO Y,NBB,MEX
80891,Banco de Chile,Banco de Chile,Active,CHL,Latin America,1161125.0,5.1.1,BCH,NYS,CHL
80883,P.T. Modernland Realty Ltd. (Indonesia),P.T. Modernland Realty Ltd. (,Active,IDN,Asia Pacific,,5.3.2,,NL,IDN
80884,Kia Motors Corp. (South Korea),Kia Motors Corp. (South Kore,Active,KOR,Asia Pacific,,1.8.1,,NL,KOR
92377,CSL Ltd,CSL Ltd,Active,AUS,Asia Pacific,1274152.0,4.1.2,CSLL Y,NBB,AUS
80899,Alco Holdings Ltd,Alco Holdings Ltd,Active,BMU,Latin America,,1.5.1,ALHH F,NBB,HKG
80900,Beijing Enterprises Environment Group Ltd,Beijing Enterprises Environm,Active,HKG,Asia Pacific,,6.3.1,,HSE,HKG
80908,Lingui Developments Berhad (Malaysia),Lingui Developments Berhad (M,Active,MYS,Asia Pacific,,8.1.1,,NL,MYS
93902,CESC Ltd,CESC,Active,IND,Asia Pacific,,3.1.1,CSCW F,NBB,IND
80931,Silver Grant International Industries Ltd.,Silver Grant International I,Active,HKG,Asia Pacific,,5.3.2,,NL,HKG
81365,Brickworks Ltd,Brickworks Ltd,Active,AUS,Asia Pacific,,8.5.1,BRKW F,NBB,AUS
70112,Peab AB,Peab AB,Active,SWE,Europe,,7.5.4,,NL,SWE
96529,Premier Investments Ltd. (Australia),Premier Investments Ltd. (Au,Active,AUS,Asia Pacific,,2.1.5,PMV,AUS,AUS
96825,Fleetwood Corp Ltd (Australia),Fleetwood Corp Ltd (Australi,Active,AUS,Asia Pacific,,2.2.5,FWD,AUS,AUS
80966,Finolex Cables Ltd,Finolex Cables,Active,IND,Asia Pacific,,7.3.1,FNXB Y,NBB,IND
80978,Emperor International Holdings Ltd,Emperor International Holdin,Active,BMU,Latin America,,5.3.2,EPRR Y,NBB,HKG
80990,China Overseas Land & Investment Ltd,China Overseas Land & Invest,Active,HKG,Asia Pacific,,5.3.2,CAOV Y,NBB,HKG
80997,"Hindustan Petroleum Corp., Ltd. (India)","Hindustan Petroleum Corp., L",Active,IND,Asia Pacific,1622865.0,9.1.2,,NL,IND
80998,"Indian Oil Corp., Ltd. (India)","Indian Oil Corp., Ltd. (Indi",Active,IND,Asia Pacific,1622503.0,9.1.2,,NL,IND
80999,Steel Authority of India Ltd,Steel Authority India Ltd,Active,IND,Asia Pacific,,8.2.2,SAUK F,NBB,IND
81002,Melco International Development Ltd,Melco International Developm,Active,HKG,Asia Pacific,,2.2.4,0200,HSE,HKG
81014,Sea Holdings Ltd.,Sea Holdings Ltd.,Active,BMU,Latin America,,5.3.2,,NL,HKG
81034,Vitasoy International Holdings Ltd.,Vitasoy International Holding,Active,HKG,Asia Pacific,,1.2.1,,,HKG
81038,Far East Consortium International Ltd,Far East Consortium Internat,Active,CYM,Latin America,,5.3.2,0035,HSE,HKG
81053,Magnificent Estates Ltd,Magnificent Estates Ltd,Active,HKG,Asia Pacific,,5.3.2,,HSE,HKG
81056,Oriental Watch Holdings Ltd,Oriental Watch Holdings Ltd,Active,BMU,Latin America,,2.1.3,ORWH F,NBB,HKG
81063,Texwinca Holdings Ltd.,Texwinca Holdings Ltd.,Active,BMU,Latin America,,1.4.1,,NL,HKG
81070,Bharat Forge Ltd. (India),Bharat Forge Ltd. (India),Active,IND,Asia Pacific,,7.2.1,,NL,IND
81073,Castrol India Ltd.,Castrol India Ltd.,Active,IND,Asia Pacific,1622860.0,9.1.2,,NL,IND
81193,Huaneng Power International Inc,Huaneng Power International,Active,CHN,Asia Pacific,929058.0,3.1.1,HNP,NYS,CHN
92374,Computershare Ltd. (Australia),Computershare Ltd. (Australi,Active,AUS,Asia Pacific,1088651.0,5.5.1,CMSQ Y,NBB,AUS
92669,U-Ming Marine Transport Corp.,U-Ming Marine Transport Corp,Active,TWN,Asia Pacific,,7.4.2,,,TWN
81150,Le Saunda Holdings Ltd.,Le Saunda Holdings Ltd.,Active,BMU,Latin America,,1.4.2,,,HKG
81160,"Shougang Concord International Enterprises Co., Ltd.",Shougang Concord Internation,Active,HKG,Asia Pacific,,8.2.2,,NL,HKG
110747,Heritage Oaks Bancorp,Heritage Oaks Bancorp,Active,USA,North America,921547.0,5.1.1,HEOP,NAS,USA
83500,Shanghai Jinqiao Export Processing Zone Development Co Ltd,Shanghai Jinqiao Export Proc,Active,CHN,Asia Pacific,,5.3.2,900911,SHE,CHN
71820,Banpu Public Co Ltd,Banpu Public Co Ltd,Active,THA,Asia Pacific,,8.2.4,BAPU F,NBB,THA
81180,Evergreen Marine Corp Taiwan Ltd,Evergreen Marine Corp Taiwan,Active,TWN,Asia Pacific,1024897.0,7.4.2,2603,TAI,TWN
81183,Taiwan Cement Corp.,Taiwan Cement Corp.,Active,TWN,Asia Pacific,,8.5.1,TGBM F,NBB,TWN
15880,Toa Corp. (Construction),Toa Corp. (Construction),Active,JPN,Asia Pacific,,7.5.4,1885,TOK,JPN
81535,Aspen Technology Inc,Aspen Technology Inc,Active,USA,North America,929940.0,6.3.2,AZPN,NMS,USA
81198,The Go-Ahead Group PLC,The Go-Ahead Group PLC,Active,GBR,Europe,,7.4.5,GHGU F,NBB,GBR
82427,Central European Media Enterprises Ltd.,Central European Media Enter,Active,BMU,Latin America,925645.0,2.3.1,CETV,NMS,BMU
81205,Teco Electric & Machinery Co Ltd,Teco Electric & Machinery Co,Active,TWN,Asia Pacific,,7.3.1,TEMR F,NBB,TWN
73585,"Tipco Asphalt Public Co., Ltd.","Tipco Asphalt Public Co., Lt",Active,THA,Asia Pacific,,8.5.1,,NL,THA
31389,Berli Jucker Public Co Ltd,Berli Jucker Public Co Ltd,Active,THA,Asia Pacific,1546080.0,2.1.1,BLJZ Y,NBB,THA
81233,Century Textiles & Industries Ltd,Century Textiles Industries,Active,IND,Asia Pacific,,8.5.1,,NL,IND
81236,Ingersoll-Rand (India) Ltd,Ingersoll-Rand,Active,IND,Asia Pacific,,7.2.1,,NL,IND
81239,Japan Tobacco Inc.,Japan Tobacco Inc.,Active,JPN,Asia Pacific,1446664.0,1.3.1,JAPA Y,NBB,JPN
81240,Mahanagar Telephone Nigam Ltd. (India),Mahanagar Telephone Nigam Lt,Active,IND,Asia Pacific,1160262.0,6.1.2,MTEN Y,NBB,IND
81247,Ranbaxy Laboratories Ltd.,Ranbaxy Laboratories Ltd.,Active,IND,Asia Pacific,,4.1.1,,NL,IND
81287,Shenzhen International Holdings Ltd,Shenzhen International Holdi,Active,BMU,Latin America,,7.4.3,SZIH F,NBB,HKG
81308,"Samsung Securities Co., Ltd. (Korea)","Samsung Securities Co., Ltd.",Active,KOR,Asia Pacific,,5.5.1,,NL,KOR
81324,Blackmores Ltd. (Australia),Blackmores Ltd. (Australia),Active,AUS,Asia Pacific,,1.7.1,BLMM F,NBB,AUS
81325,Formosa Chemicals & Fibre Corp.,Formosa Chemicals & Fibre Co,Active,TWN,Asia Pacific,,8.3.2,,NL,TWN
81326,Formosa Plastics Corp.,Formosa Plastics Corp.,Active,TWN,Asia Pacific,,8.4.2,,NL,TWN
81327,Nan Ya Plastics Corp.,Nan Ya Plastics Corp.,Active,TWN,Asia Pacific,,8.4.2,,NL,TWN
81687,Capital One Financial Corp,Capital One Financial Corp,Active,USA,North America,927628.0,5.4.1,COF,NYS,USA
85342,Fujita Kanko Inc. (Japan),Fujita Kanko Inc. (Japan),Active,JPN,Asia Pacific,,2.2.1,FTKK F,NBB,JPN
81485,Harvey Norman Holdings Ltd,(Norman) Harvey Holdings Ltd,Active,AUS,Asia Pacific,,2.1.1,HNOR F,NBB,AUS
81680,Hyakugo Bank Ltd. (Japan),Hyakugo Bank Ltd. (Japan),Active,JPN,Asia Pacific,,5.1.1,HYKU F,NBB,JPN
89307,Kanematsu Electronics Ltd,Kanematsu Electronics Ltd,Active,JPN,Asia Pacific,,6.3.2,8096,TOK,JPN
89165,Life Corp. (Japan),Life Corp. (Japan),Active,JPN,Asia Pacific,,2.1.2,8194,TOK,JPN
81348,Monadelphous Group Ltd.,Monadelphous Group Ltd.,Active,AUS,Asia Pacific,,7.5.4,MDPH F,NBB,AUS
81383,Pico Far East Holdings Ltd,Pico Far East Holdings Ltd,Active,CYM,Latin America,,2.3.4,PCOF F,NBB,HKG
81384,Theme International Holdings Ltd.,Theme International Holdings,Active,BMU,Latin America,,2.1.5,,NL,HKG
81386,BOE Varitronix Ltd,BOE Varitronix Ltd,Active,BMU,Latin America,,6.2.4,VARX F,NBB,HKG
81396,Mangalore Refinery And Petrochemicals Ltd,Mangalore Refinery And Petrochemicals,Active,IND,Asia Pacific,,9.1.2,MLRP F,NBB,IND
81398,Ambassador Hotel Ltd.,Ambassador Hotel Ltd.,Active,TWN,Asia Pacific,,2.2.1,ABHT F,NL,TWN
81412,Prince Housing Development Corp,Prince Housing Development C,Active,TWN,Asia Pacific,,2.2.5,PHDV F,NBB,TWN
81416,Shihlin Paper Corp.,Shihlin Paper Corp.,Active,TWN,Asia Pacific,,8.1.3,,NL,TWN
81417,Shihlin Electric & Engineering Corp.,Shihlin Electric & Engineerin,Active,TWN,Asia Pacific,,7.3.1,,NL,TWN
81418,Tatung Co Ltd,Tatung Co Ltd,Active,TWN,Asia Pacific,,1.5.1,,NL,TWN
81422,China Synthetic Rubber Corp.,China Synthetic Rubber Corp.,Active,TWN,Asia Pacific,,8.4.1,,NL,TWN
81423,Taiwan Tea Corp,Taiwan Tea Corp,Active,TWN,Asia Pacific,,2.1.2,,NL,TWN
81426,United Microelectronics Corp,United Microelectronics Corp,Active,TWN,Asia Pacific,1033767.0,6.2.4,UMC,NYS,TWN
81430,YFY Inc,YFY Inc,Active,TWN,Asia Pacific,,8.1.2,,NL,TWN
81504,Tower Semiconductor Ltd.,Tower Semiconductor Ltd.,Active,ISR,Middle East,928876.0,6.2.4,TSEM,NMS,ISR
81465,Nestle India Ltd. (India),Nestle India Ltd. (India),Active,IND,Asia Pacific,1622506.0,1.2.1,,NL,IND
14714,ALFA SAB de CV,ALFA SAB de CV,Active,MEX,North America,,9.1.2,ALFF F,NBB,MEX
81513,Shangri-La Asia Ltd.,Shangri-La Asia Ltd.,Active,BMU,Latin America,,2.2.1,SHAL F,NBB,HKG
81522,Low Keng Huat Singapore Ltd.,Low Keng Huat Singapore Ltd.,Active,SGP,Asia Pacific,,5.3.2,,NL,SGP
81541,Escorts Ltd,Escorts,Active,IND,Asia Pacific,,7.5.4,ESCL F,NBB,IND
82418,"Universal Stainless & Alloy Products, Inc.",Universal Stainless & Alloy,Active,USA,North America,931584.0,8.2.3,USAP,NMS,USA
81571,China Motor Bus Co. Ltd.,China Motor Bus Co. Ltd.,Active,HKG,Asia Pacific,,5.3.2,CMBU F,NBB,HKG
81607,Formosan Rubber Group Inc.,Formosan Rubber Group Inc.,Active,TWN,Asia Pacific,,8.4.1,,NL,TWN
81608,"Formosa Taffeta Co., Ltd.","Formosa Taffeta Co., Ltd.",Active,TWN,Asia Pacific,,1.4.1,,NL,TWN
81609,"Great Wall Enterprise Co., Ltd.","Great Wall Enterprise Co., Lt",Active,TWN,Asia Pacific,,1.2.1,,NL,TWN
82817,Insight Enterprises Inc.,Insight Enterprises Inc.,Active,USA,North America,932696.0,6.3.1,NSIT,NMS,USA
81624,"Lea Lea Enterprise Co., Ltd.","Lea Lea Enterprise Co., Ltd.",Active,TWN,Asia Pacific,,1.4.1,,,TWN
81628,"Lien Hwa Industrial Co., Ltd.","Lien Hwa Industrial Co., Ltd.",Active,TWN,Asia Pacific,,1.2.1,,NL,TWN
81629,"Long Chen Paper Co., Ltd.","Long Chen Paper Co., Ltd.",Active,TWN,Asia Pacific,,8.1.2,,NL,TWN
81631,"Nankang Rubber Tire Co., Ltd.","Nankang Rubber Tire Co., Ltd",Active,TWN,Asia Pacific,,1.8.2,NNKG F,NL,TWN
81640,Grupo Financiero Banorte S.A. BDE C V,Grupo Financiero Banorte S.A,Active,MEX,North America,,5.1.1,GBOO Y,NBB,MEX
43761,Electric Power Development Co.. Ltd. (Japan),Electric Power Development Co.,Active,JPN,Asia Pacific,,3.1.1,EPWD F,NBB,JPN
81912,Veeco Instruments Inc (DE),Veeco Instruments Inc (DE),Active,USA,North America,103145.0,6.2.4,VECO,NMS,USA
81673,Vontobel Holding AG,Vontobel Holding AG,Active,CHE,Europe,,5.1.1,0QKE,LON,CHE
81683,"Nohmi Bosai, Ltd. (Japan)","Nohmi Bosai, Ltd. (Japan)",Active,JPN,Asia Pacific,,7.3.1,6744,TOK,JPN
81698,China Petrochemical Development Corp.,China Petrochemical Developme,Active,TWN,Asia Pacific,,8.3.2,,NL,TWN
81707,Seikagaku Corp,Seikagaku Corp,Active,JPN,Asia Pacific,,4.1.1,SKUN F,NBB,JPN
81720,"Qingling Motors Co., Ltd.","Qingling Motors Co., Ltd.",Active,CHN,Asia Pacific,,1.8.1,,NL,CHN
81729,P.T. Bank Danamon,P.T. Bank Danamon,Active,IDN,Asia Pacific,,5.1.1,,NL,IDN
81733,PT Bank Pan Indonesia Tbk (Indonesia),PT Bank Pan Indonesia Tbk (I,Active,IDN,Asia Pacific,,5.1.1,PBPJ F,NBB,IDN
14901,Ishihara Sangyo Kaisha Ltd.,Ishihara Sangyo Kaisha Ltd.,Active,JPN,Asia Pacific,,8.3.2,4028,TOK,JPN
81984,Ipca Laboratories Ltd,Ipca Laboratories,Active,IND,Asia Pacific,,4.1.1,IPCL F,NL,IND
81795,Mcleod Russel India Ltd,Mcleod Russel India,Active,IND,Asia Pacific,,1.2.2,,NL,IND
91680,"Aboitiz Equity Ventures, Inc.","Aboitiz Equity Ventures, Inc",Active,PHL,Asia Pacific,1550216.0,3.1.1,,NL,PHL
90530,Bajaj Hindusthan Sugar Ltd,Bajaj Hindusthan Sugar,Active,IND,Asia Pacific,,1.2.1,BJJH F,NBB,IND
81753,Berger Paints India Ltd.,Berger Paints India Ltd.,Active,IND,Asia Pacific,,8.5.1,,NL,IND
2901,DMC Global Inc,DMC Global Inc,Active,USA,North America,34067.0,8.2.3,BOOM,NMS,USA
81840,Kirloskar Oil Engines Ltd. (India),Kirloskar Oil Engines Ltd. (I,Active,IND,Asia Pacific,,8.2.3,,NL,IND
81833,K E C International Ltd,K E C International,Active,IND,Asia Pacific,,7.3.1,KCIT F,NL,IN
81902,Torrent Pharmaceuticals Ltd (India),Torrent Pharmaceuticals Ltd,Active,IND,Asia Pacific,1627937.0,4.1.1,TOPH F,NBB,IND
81842,Lakshmi Machine Works Ltd. (India),Lakshmi Machine Works Ltd. (I,Active,IND,Asia Pacific,,7.2.1,,NL,IND
81876,Pidilite Industries Ltd. (India),Pidilite Industries Ltd. (In,Active,IND,Asia Pacific,1623128.0,8.3.2,PDLF F,NBB,IND
87383,Major Drilling Group International Inc.,Major Drilling Group Interna,Active,CAN,North America,,8.2.2,MDI,TSX,CAN
81771,Latour Investment AB (Sweden),Investment AB Latour (Sweden,Active,SWE,Europe,,5.5.3,,NL,SWE
81894,Supreme Industries Ltd (The) (India),Supreme Industries Ltd. (The,Active,IND,Asia Pacific,1628611.0,8.4.2,,NL,IND
81893,Sundram Fasteners Ltd. (India),Sundram Fasteners Ltd. (Indi,Active,IND,Asia Pacific,,1.6.3,,,IND
81805,BASF India Ltd,BASF India,Active,IND,Asia Pacific,,8.4.2,BFID F,NL,IND
81781,Federal Corp.,Federal Corp.,Active,TWN,Asia Pacific,,1.8.2,,,TWN
81783,Shenzhen China Bicycles Co (Holdings) Ltd,Shenzhen China Bicycles Co (,Active,CHN,Asia Pacific,,1.8.1,200017,SHZ,CHN
81802,International Paper APPM Ltd,International Paper APPM Ltd,Active,IND,Asia Pacific,,8.1.2,,NL,IND
81794,Universal Cement Corp.,Universal Cement Corp.,Active,TWN,Asia Pacific,,8.5.1,,NL,TWN
81814,Union Bank of the Philippines,Union Bank of the Philippine,Active,PHL,Asia Pacific,,5.1.1,,NL,PHL
81922,China International Marine Containers Group Ltd.,China International Marine C,Active,CHN,Asia Pacific,,1.8.1,CHAO Y,NBB,CHN
81927,Petron Corp,Petron Corp,Active,PHL,Asia Pacific,1454711.0,9.1.2,PETZ F,NBB,PHL
81951,Daisan Bank Ltd (The) (Japan),Daisan Bank Ltd (The) (Japan,Active,JPN,Asia Pacific,,5.1.1,DSNB F,NBB,JPN
82018,"Bank of Iwate, Ltd. (The) (Japan)","Bank of Iwate, Ltd. (The) (Jap",Active,JPN,Asia Pacific,,5.1.1,8345,TOK,JPN
82027,Supalai Public Co Ltd,Supalai Public Co Ltd,Active,THA,Asia Pacific,,5.3.2,,NL,THA
94790,"Southside Bancshares, Inc.","Southside Bancshares, Inc.",Active,USA,North America,705432.0,5.1.1,SBSI,NMS,USA
82208,Stillwater Mining Co,Stillwater Mining Co.,Active,USA,North America,931948.0,8.2.1,SWC,NYS,USA
82165,China Yuchai International Ltd.,China Yuchai International L,Active,BMU,Latin America,932695.0,1.8.2,CYD,NYS,SGP
82204,MIND Technology Inc,MIND Technology Inc,Active,USA,North America,926423.0,9.1.3,MIND,NMS,USA
84194,Strattec Security Corp.,Strattec Security Corp.,Active,USA,North America,933034.0,1.8.2,STRT,NMS,USA
82335,ITT Educational Services Inc,ITT Educational Services Inc,Active,USA,North America,922475.0,2.2.2,ESIN Q,NBB,USA
82114,"MOS Food Services, Inc.","MOS Food Services, Inc.",Active,JPN,Asia Pacific,,2.2.1,8153,TOK,JPN
82121,Bangkok Land Public Co. Ltd. (Thailand),Bangkok Land Public Co. Ltd.,Active,THA,Asia Pacific,,5.3.2,BGKO F,NL,THA
82131,Elec & Eltek International Co. Ltd. (Singapore),Elec & Eltek International C,Active,SGP,Asia Pacific,,7.3.1,E16,SIN,HKG
82151,HWA Hong Corp. Ltd. (Singapore),HWA Hong Corp. Ltd. (Singapor,Active,SGP,Asia Pacific,,5.3.2,,NL,SGP
82158,Jaya Holdings Ltd.,Jaya Holdings Ltd.,Active,SGP,Asia Pacific,,7.5.4,JAHG F,NBB,SGP
82160,"Shimano, Inc. (Japan)","Shimano, Inc. (Japan)",Active,JPN,Asia Pacific,1640117.0,1.6.1,SMNN Y,NBB,JPN
82168,Rotary Engineering Ltd,Rotary Engineering Ltd,Active,SGP,Asia Pacific,,7.5.4,ROTG F,NBB,SGP
82170,Komori Corp. (Japan),Komori Corp. (Japan),Active,JPN,Asia Pacific,,7.2.1,6349,TOK,JPN
